idx,charterer,ship,type,fleet,loaded,delivered,bl,year,month,load_port,disch_port,region,distance,src
02-2011 ALA,Cotunav,Alatau,Alatau-Aframax,Own fleet,59853.752,,2012-01-03,2012,1,La Skhirra,Bizerta,Med-Med,Short,2026-08-12
01-2012 ALT,Acontium,Altai,Altai-Aframax,Own fleet,79986.0,,2012-01-05,2012,1,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
01-2012 ALA,Cotunav,Alatau,Alatau-Aframax,Own fleet,74445.486,,2012-01-18,2012,1,La Skhirra,Bizerta,Med-Med,Short,2026-08-12
02-2012 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79908.0,,2012-01-12,2012,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2012 ALT,Acontium,Altai,Altai-Aframax,Own fleet,79716.0,,2012-01-20,2012,1,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
04-2012 ALT,Acontium,Altai,Altai-Aframax,Own fleet,79928.0,,2012-01-30,2012,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2012 ALA,SAMIR,Alatau,Alatau-Aframax,Own fleet,100746.335,,2012-02-15,2012,2,Sidi Kerir,Mohammedia,Med-East Africa,Long,2026-08-12
06-2012 ALT,Acontium,Altai,Altai-Aframax,Own fleet,81104.0,,2012-02-26,2012,2,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
05-2012 ALT,Acontium,Altai,Altai-Aframax,Own fleet,79927.0,,2012-02-13,2012,2,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
03-2012 ALA,Morgan Stanley,Alatau,Alatau-Aframax,Own fleet,83782.288,,2012-03-02,2012,3,Arzew,Coryton,Med-UK,Long,2026-08-12
07-2012 ALT,Acontium,Altai,Altai-Aframax,Own fleet,79952.0,,2012-03-03,2012,3,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
08-2012 ALT,Acontium,Altai,Altai-Aframax,Own fleet,80037.0,,2012-03-10,2012,3,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
09-2012 ALT,Acontium,Altai,Altai-Aframax,Own fleet,80500.0,,2012-03-16,2012,3,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
10-2012 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79159.0,,2012-03-22,2012,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
04-2012 ALA,Clearlake Shipping Pte Ltd,Alatau,Alatau-Aframax,Own fleet,99879.547,,2012-03-14,2012,3,Southwold,Santa Panagia,UK-Med,Long,2026-08-12
11-2012 ALT-1,Acontium,Altai,Altai-Aframax,Own fleet,33465.766,,2012-03-31,2012,3,Sevastopol,Tarragona,Black-Med,Middle,2026-08-12
11-2012 ALT-2,Acontium,Altai,Altai-Aframax,Own fleet,48699.687,,2012-04-03,2012,4,Kerch,Cartagena,Black-Med,Middle,2026-08-12
11-2012 ALT-3,Acontium,Altai,Altai-Aframax,Own fleet,29717.798,,2012-04-05,2012,4,Kerch,Cartagena,Black-Med,Middle,2026-08-12
05-2012 ALA,Acontium,Alatau,Alatau-Aframax,Own fleet,79949.0,,2012-04-09,2012,4,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
06-2012 ALA,Acontium,Alatau,Alatau-Aframax,Own fleet,79801.0,,2012-04-16,2012,4,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
12-2012 ALT,Petraco Oil Company Ltd,Altai,Altai-Aframax,Own fleet,80125.9,,2012-04-27,2012,4,Bouri,Lavera,Med-Med,Short,2026-08-12
07-2012 ALA,Acontium,Alatau,Alatau-Aframax,Own fleet,90978.0,,2012-04-25,2012,4,Novorossiysk,Augusta,Black-Med,Middle,2026-08-12
13-2012 ALT,SARAS SPA,Altai,Altai-Aframax,Own fleet,82571.091,,2012-05-07,2012,5,Farwah,Sarroch,Middle East-Med,Long,2026-08-12
08-2012 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79885.0,,2012-05-10,2012,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2012 ALA,Acontium,Alatau,Alatau-Aframax,Own fleet,83206.0,,2012-05-20,2012,5,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
10-2012 ALA,Acontium,Alatau,Alatau-Aframax,Own fleet,79991.0,,2012-06-02,2012,6,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
14-2012 ALT,Chevron Tankers Ltd,Altai,Altai-Aframax,Own fleet,93425.0,,2012-05-21,2012,5,Novorossiysk,Augusta,Black-Med,Middle,2026-08-12
15-2012 ALT,SOCAR,Altai,Altai-Aframax,Own fleet,63991.868,,2012-06-04,2012,6,Ceyhan,Bizerta,Med-Med,Short,2026-08-12
11-2012 ALA,Acontium,Alatau,Alatau-Aframax,Own fleet,80176.0,,2012-06-13,2012,6,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
16-2012 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,93490.0,,2012-06-29,2012,6,Novorossiysk,Le Havre,Black-Continent,Long,2026-08-12
12-2012 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,93493.0,,2012-06-22,2012,6,Novorossiysk,FOS,Black-Med,Middle,2026-08-12
13-2012 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93485.0,,2012-07-25,2012,7,Novorossiysk,FOS,Black-Med,Middle,2026-08-12
17-2012 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,77622.363,,2012-07-29,2012,7,Zawia,FOS,Med-Med,Short,2026-08-12
14-2012 ALA,Transway,Alatau,Alatau-Aframax,Own fleet,80026.0,,2012-08-15,2012,8,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
18-2012 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,93490.0,,2012-08-16,2012,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
15-2012 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93494.0,,2012-08-25,2012,8,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
19-2012 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,93482.0,,2012-08-28,2012,8,Novorossiysk,FOS,Black-Med,Middle,2026-08-12
16-2012 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84981.0,,2012-09-16,2012,9,Novorossiysk,FOS,Black-Med,Middle,2026-08-12
20-2012 ALT,Africa Marine Company A.M.C.,Altai,Altai-Aframax,Own fleet,64890.4,,2012-09-10,2012,9,La Skhirra,Bizerta,Med-Med,Short,2026-08-12
21-2012 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,93476.0,,2012-09-23,2012,9,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
17-2012 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79775.0,,2012-10-04,2012,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
18-2012 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80052.0,,2012-10-13,2012,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
22-2012 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84981.0,,2012-10-16,2012,10,Novorossiysk,FOS,Black-Med,Middle,2026-08-12
19-2012 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84981.0,,2012-10-26,2012,10,Novorossiysk,FOS,Black-Med,Middle,2026-08-12
23-2012 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80008.0,,2012-11-09,2012,11,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
20-2012 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93485.0,,2012-11-21,2012,11,Novorossiysk,Taranto,Black-Med,Middle,2026-08-12
24-2012 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,93480.0,,2012-11-18,2012,11,Novorossiysk,FOS,Black-Med,Middle,2026-08-12
25-2012 ALT,Kuwait Petroleum Corporation,Altai,Altai-Aframax,Own fleet,66270.8,,2012-12-06,2012,12,Ras Lanuf,Milazzo,Med-Med,Short,2026-08-12
21-2012 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,89480.0,,2012-12-31,2012,12,Novorossiysk,Ashkelon,Black-Med,Middle,2026-08-12
26-2012 ALT,Solal Shipping S.A.,Altai,Altai-Aframax,Own fleet,84684.0,,2012-12-22,2012,12,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
27-2012 ALT,Solal Shipping S.A.,Altai,Altai-Aframax,Own fleet,80287.0,,2012-12-28,2012,12,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
01-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84811.0,,2013-01-05,2013,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,85262.0,,2013-01-15,2013,1,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
01-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,83774.0,,2013-01-27,2013,1,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
03-2013 ALT,Chartering and Shipping Services S.A. (CSS SA),Altai,Altai-Aframax,Own fleet,80778.8,,2013-02-04,2013,2,Mellitah,FOS,Med-Med,Short,2026-08-12
02-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,85802.0,,2013-02-02,2013,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
04-2013 ALT,SARAS SPA,Altai,Altai-Aframax,Own fleet,85635.7,,2013-02-14,2013,2,Bouri,Sarroch,Med-Med,Short,2026-08-12
03-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84928.0,,2013-02-14,2013,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
04-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84936.0,,2013-02-23,2013,2,Novorossiysk,Le Havre,Black-Continent,Long,2026-08-12
05-2013 ALT,Solal Shipping S.A.,Altai,Altai-Aframax,Own fleet,87722.229,,2013-03-05,2013,3,Sevastopol,Tarragona,Black-Med,Middle,2026-08-12
05-2013 ALA,Philliphs 66 Limited,Alatau,Alatau-Aframax,Own fleet,83710.27,,2013-03-26,2013,3,Es Sider,Trieste,Med-Med,Short,2026-08-12
06-2013 ALT,Unipec Asia Company Ltd,Altai,Altai-Aframax,Own fleet,80098.2,,2013-04-13,2013,4,Es Sider,Trieste,Med-Med,Short,2026-08-12
06-2013 ALA,ENI Trading and Shipping SpA,Alatau,Alatau-Aframax,Own fleet,84976.0,,2013-04-15,2013,4,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
07-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80140.0,,2013-05-11,2013,5,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
07-2013 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,80073.061,,2013-05-17,2013,5,Ceyhan,Augusta,Med-Med,Short,2026-08-12
08-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79942.0,,2013-05-19,2013,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79990.0,,2013-05-29,2013,5,Novorossiysk,Taranto,Black-Med,Middle,2026-08-12
08-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79872.0,,2013-06-05,2013,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79865.0,,2013-06-13,2013,6,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
10-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84994.0,,2013-06-14,2013,6,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
10-2013 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,80176.0,,2013-06-21,2013,6,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
11-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80078.0,,2013-07-07,2013,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
11-2013 ALT,SARAS SPA,Altai,Altai-Aframax,Own fleet,84287.8,,2013-07-09,2013,7,Farwah,Sarroch,Middle East-Med,Long,2026-08-12
12-2013 ALA,ST Shipping,Alatau,Alatau-Aframax,Own fleet,84997.0,,2013-07-19,2013,7,Novorossiysk,Pachi Megara,Black-Med,Middle,2026-08-12
12-2013 ALT,Transway,Altai,Altai-Aframax,Own fleet,84104.0,,2013-07-24,2013,7,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
13-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84929.0,,2013-07-29,2013,7,Novorossiysk,Antwerp,Black-Continent,Long,2026-08-12
13-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79791.0,,2013-07-31,2013,7,Novorossiysk,Haifa,Black-Med,Middle,2026-08-12
14-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84980.0,,2013-08-16,2013,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
15-2013 ALT,ST Shipping,Altai,Altai-Aframax,Own fleet,84993.0,,2013-08-24,2013,8,Novorossiysk,Tarragona,Black-Med,Middle,2026-08-12
14-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80035.0,,2013-09-07,2013,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
15-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80003.0,,2013-09-13,2013,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
16-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,93481.0,,2013-09-30,2013,9,Novorossiysk,Ashkelon,Black-Med,Middle,2026-08-12
16-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84982.0,,2013-09-20,2013,9,Novorossiysk,Ashkelon,Black-Med,Middle,2026-08-12
17-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79988.0,,2013-10-08,2013,10,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
17-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79939.0,,2013-10-14,2013,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
18-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80100.0,,2013-10-20,2013,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
18-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93492.0,,2013-10-16,2013,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
19-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93491.0,,2013-10-27,2013,10,Novorossiysk,Omisalj,Black-Med,Middle,2026-08-12
19-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79784.0,,2013-11-08,2013,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
20-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79904.0,,2013-11-14,2013,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
20-2013 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93483.0,,2013-11-16,2013,11,Novorossiysk,Le Havre,Black-Continent,Long,2026-08-12
21-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80183.0,,2013-11-21,2013,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
22-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80087.0,,2013-12-05,2013,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
23-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80154.0,,2013-12-12,2013,12,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
21-2013 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,99858.6,,2013-12-16,2013,12,Primorsk,Genoa,Baltic-Med,Long,2026-08-12
24-2013 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80076.0,,2013-12-21,2013,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84855.0,,2014-01-05,2014,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84902.0,,2014-01-11,2014,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79989.0,,2014-01-16,2014,1,CPC,Midia,Black-Black,Short,2026-08-12
04-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,85066.0,,2014-01-23,2014,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79979.0,,2014-01-28,2014,1,CPC,Haifa,Black-Med,Middle,2026-08-12
05-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,75011.0,,2014-02-08,2014,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
06-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,75146.0,,2014-02-18,2014,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
07-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,93467.0,,2014-02-26,2014,2,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
02-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80017.0,,2014-03-04,2014,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2014 ALT,Transway,Altai,Altai-Aframax,Own fleet,79926.0,,2014-03-13,2014,3,Novorossiysk,Castellon,Black-Med,Middle,2026-08-12
03-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93493.0,,2014-03-20,2014,3,CPC,Midia,Black-Black,Short,2026-08-12
04-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93481.0,,2014-03-27,2014,3,CPC,FOS,Black-Med,Middle,2026-08-12
09-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80022.0,,2014-04-04,2014,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
10-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80069.0,,2014-04-12,2014,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
05-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79999.0,,2014-04-16,2014,4,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
11-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80005.0,,2014-04-19,2014,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
06-2014 ALA,Standard Tankers LLC,Alatau,Alatau-Aframax,Own fleet,96721.206,,2014-04-27,2014,4,Sidi Kerir,Augusta,Med-Med,Short,2026-08-12
12-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,83110.0,,2014-04-24,2014,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80137.0,,2014-05-06,2014,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80005.0,,2014-05-12,2014,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
07-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,94992.0,,2014-05-16,2014,5,CPC,Midia,Black-Black,Short,2026-08-12
15-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80005.0,,2014-05-19,2014,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84992.0,,2014-05-24,2014,5,CPC,Ashkelon,Black-Med,Middle,2026-08-12
16-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80063.0,,2014-05-28,2014,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
17-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80076.0,,2014-06-06,2014,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80150.0,,2014-06-13,2014,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
18-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,89939.0,,2014-06-16,2014,6,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
10-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80052.0,,2014-06-19,2014,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
19-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84969.0,,2014-06-30,2014,6,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
11-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80012.0,,2014-06-25,2014,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
12-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80035.0,,2014-07-04,2014,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
20-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,93440.0,,2014-07-16,2014,7,CPC,Aliaga,Black-Med,Middle,2026-08-12
13-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80027.0,,2014-07-12,2014,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79849.0,,2014-07-17,2014,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
15-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80240.0,,2014-07-25,2014,7,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
21-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,85984.0,,2014-07-30,2014,7,CPC,Trieste,Black-Med,Middle,2026-08-12
16-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80124.0,,2014-08-05,2014,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
17-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79953.0,,2014-08-13,2014,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
22-2014 ALT,OMV Supply and Trading AG of ZUG,Altai,Altai-Aframax,Own fleet,83202.8,,2014-08-13,2014,8,Marsa El Hariga,Trieste,Med-Med,Short,2026-08-12
18-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80041.0,,2014-08-20,2014,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
19-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80140.0,,2014-08-24,2014,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
23-2014 ALT,Litasco,Altai,Altai-Aframax,Own fleet,80983.0,,2014-09-02,2014,9,Mellitah,Santa Panagia,Med-Med,Short,2026-08-12
20-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80099.0,,2014-09-07,2014,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
21-2014 ALA,Litasco,Alatau,Alatau-Aframax,Own fleet,80003.0,,2014-09-14,2014,9,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
24-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,87944.0,,2014-09-16,2014,9,CPC,Trieste,Black-Med,Middle,2026-08-12
22-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80057.0,,2014-09-23,2014,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
23-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80062.0,,2014-10-03,2014,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
24-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80046.0,,2014-10-09,2014,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
25-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80055.0,,2014-10-13,2014,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
25-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84990.0,,2014-10-16,2014,10,CPC,Midia,Black-Black,Short,2026-08-12
26-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80113.0,,2014-10-21,2014,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
26-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84981.0,,2014-10-25,2014,10,CPC,FOS,Black-Med,Middle,2026-08-12
27-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80091.0,,2014-11-04,2014,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
27-2014 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,81132.1,,2014-11-11,2014,11,Mellitah,Santa Panagia,Med-Med,Short,2026-08-12
28-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,70195.0,,2014-11-11,2014,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
29-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79943.0,,2014-11-16,2014,11,CPC,Trieste,Black-Med,Middle,2026-08-12
28-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80112.0,,2014-12-02,2014,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
30-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80025.0,,2014-12-14,2014,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
29-2014 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84944.0,,2014-12-15,2014,12,CPC,Livorno,Black-Med,Middle,2026-08-12
31-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80154.0,,2014-12-20,2014,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2015 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84335.0,,2015-01-16,2015,1,CPC,Livorno,Black-Med,Middle,2026-08-12
32-2014 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79984.0,,2015-01-17,2015,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80487.0,,2015-01-27,2015,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80045.0,,2015-02-14,2015,2,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
02-2015 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,85471.523,,2015-02-17,2015,2,Sidi Kerir,Livorno,Med-Med,Short,2026-08-12
03-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80095.0,,2015-03-02,2015,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2015 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,83341.207,,2015-03-06,2015,3,Farwah,Agio Theodoroi,Middle East-Med,Long,2026-08-12
04-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80245.0,,2015-03-11,2015,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
04-2015 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80172.0,,2015-03-21,2015,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
