idx,charterer,ship,type,fleet,loaded,delivered,bl,year,month,load_port,disch_port,region,distance,src
14-2020-S,KMG TRADING AG,Summit Spirit,Suezmax,3rd party,131955.0,131955.0,2020-02-23,2020,2,Novorossiysk,Oita,Black-Far East,Long,2026-08-12
03-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,89981.0,89981.0,2020-02-29,2020,2,CPC,Tutunciftlik,Black-Med,Middle,2026-08-12
03-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80853.0,80853.0,2020-02-28,2020,2,Novorossiysk,Burgas/Omisalj,Black-Med,Middle,2026-08-12
15-2020-S,KMG TRADING AG,Libra Sun,Aframax,3rd party,94904.0,94904.0,2020-03-07,2020,3,CPC,Rotterdam,Black-Continent,Long,2026-08-12
16-2020-S,KMG TRADING AG,Dynasty,Aframax,3rd party,79933.0,79933.0,2020-03-07,2020,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
17-2020-S,KMG TRADING AG,Zarifa Aliyeva,Aframax,3rd party,94985.0,94985.0,2020-03-12,2020,3,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
04-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80102.0,80102.0,2020-03-13,2020,3,Novorossiysk,Yuzhnyj,Black-Black,Short,2026-08-12
18-2020-S,KMG TRADING AG,SYROS WARRIOR,Aframax,3rd party,94969.0,94969.0,2020-03-18,2020,3,CPC,Rotterdam,Black-Continent,Long,2026-08-12
04-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80288.0,80288.0,2020-03-21,2020,3,Novorossiysk,Santa Panagia,Black-Med,Middle,2026-08-12
19-2020-S,KMG TRADING AG,DELTA MED,Suezmax,3rd party,136978.0,136978.0,2020-03-27,2020,3,Novorossiysk,Rotterdam,Black-Continent,Long,2026-08-12
05-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79908.0,79908.0,2020-03-30,2020,3,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
20-2020-S,KMG TRADING AG,Aegean Harmony,Aframax,3rd party,94875.0,94875.0,2020-04-02,2020,4,CPC,Sarroch,Black-Med,Middle,2026-08-12
21-2020-S,KMG TRADING AG,IRIDESCENT,Aframax,3rd party,84936.0,84936.0,2020-04-06,2020,4,CPC,Ashkelon,Black-Med,Middle,2026-08-12
22-2020-S,KMG TRADING AG,Ligovsky Prospect,Aframax,3rd party,79903.0,79903.0,2020-04-04,2020,4,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
05-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80006.0,80006.0,2020-04-12,2020,4,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
24-2020-S,KMG TRADING AG,Ligovsky Prospect,Aframax,3rd party,80234.0,80234.0,2020-04-15,2020,4,Novorossiysk,Batumi,Black-Black,Short,2026-08-12
23-2020-S,KMG TRADING AG,ELANDRA ANGEL,Aframax,3rd party,80025.0,80025.0,2020-04-16,2020,4,CPC,Ashkelon,Black-Med,Middle,2026-08-12
06-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,86970.0,86970.0,2020-04-22,2020,4,CPC,Sarroch,Black-Med,Middle,2026-08-12
25-2020-S,KMG TRADING AG,PROMETHEUS LIGHT,Aframax,3rd party,93439.0,93439.0,2020-04-24,2020,4,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
26-2020-S,KMG TRADING AG,HEYDAR ALIYEV,Aframax,3rd party,80096.0,80096.0,2020-04-25,2020,4,CPC,OPL Piraeus,Black-Med,Middle,2026-08-12
06-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79981.0,79981.0,2020-04-24,2020,4,Novorossiysk,Aliaga,Black-Med,Middle,2026-08-12
27-2020-S,KMG TRADING AG,Alexia,Aframax,3rd party,99928.72,99928.72,2020-04-26,2020,4,Ust-Luga,Pachi Megara,Baltic-Med,Long,2026-08-12
28-2020-S,KMG TRADING AG,Merbabu,Aframax,3rd party,79917.0,79917.0,2020-05-05,2020,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
29-2020-S,KMG TRADING AG,Ligurian Sea,Aframax,3rd party,93935.0,93935.0,2020-05-08,2020,5,CPC,Ashkelon,Black-Med,Middle,2026-08-12
07-2020 ALA,Litasco SA,Alatau,Alatau-Aframax,Own fleet,75345.43,75345.43,2020-05-08,2020,5,Kalamata,Burgas,Med-Black,Middle,2026-08-12
30-2020-S,KMG TRADING AG,Ligovsky Prospect,Aframax,3rd party,79773.0,79773.0,2020-05-10,2020,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
07-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80479.996,80479.996,2020-05-17,2020,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
31-2020-S,KMG TRADING AG,Merbabu,Aframax,3rd party,91079.0,91079.0,2020-05-19,2020,5,CPC,Ashkelon,Black-Med,Middle,2026-08-12
08-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,93980.0,93980.0,2020-05-28,2020,5,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
08-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79983.0,79983.0,2020-05-30,2020,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79930.0,79930.0,2020-06-09,2020,6,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
32-2020-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,79846.0,79846.0,2020-06-09,2020,6,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
33-2020-S,KMG TRADING AG,Capricorn Sun,Aframax,3rd party,79878.0,79878.0,2020-06-12,2020,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
34-2020-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,80193.0,80193.0,2020-06-24,2020,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2020 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,90086.0,90086.0,2020-06-24,2020,6,CPC,Santa Panagia,Black-Med,Middle,2026-08-12
35-2020-S,KMG TRADING AG,Gemini Sun,Aframax,3rd party,80396.0,80396.0,2020-06-27,2020,6,CPC,FOS,Black-Med,Middle,2026-08-12
36-2020-S,KMG TRADING AG,Ligurian Sea,Aframax,3rd party,79944.0,79944.0,2020-06-29,2020,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
10-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79895.0,79895.0,2020-07-03,2020,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
37-2020-S,KMG TRADING AG,JUPITER SUN,Aframax,3rd party,80915.0,80915.0,2020-07-05,2020,7,CPC,Santa Panagia,Black-Med,Middle,2026-08-12
11-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80911.0,80911.0,2020-07-12,2020,7,CPC,Ashkelon,Black-Med,Middle,2026-08-12
38-2020-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,79921.0,79921.0,2020-07-09,2020,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
10-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80080.0,80080.0,2020-07-17,2020,7,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
39-2020-S,KMG TRADING AG,Semeru,Aframax,3rd party,80988.0,80988.0,2020-07-21,2020,7,CPC,Ashkelon,Black-Med,Middle,2026-08-12
40-2020-S,KMG TRADING AG,PROMETHEUS LIGHT,Aframax,3rd party,80901.0,80901.0,2020-07-29,2020,7,CPC,Ashkelon,Black-Med,Middle,2026-08-12
12-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,89930.0,89930.0,2020-07-31,2020,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
11-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,79852.0,79852.0,2020-08-04,2020,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80207.0,80207.0,2020-08-07,2020,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
41-2020-S,KMG TRADING AG,Nissos Paros,Aframax,3rd party,81856.0,81856.0,2020-08-08,2020,8,CPC,Genoa/Livorno,Black-Med,Middle,2026-08-12
12-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80329.0,80329.0,2020-08-14,2020,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2020 ALT,Litasco SA,Altai,Altai-Aframax,Own fleet,81944.0,81944.0,2020-08-18,2020,8,CPC,Cartagena,Black-Med,Middle,2026-08-12
13-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,89985.0,89985.0,2020-08-23,2020,8,CPC,FOS,Black-Med,Middle,2026-08-12
42-2020-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,80002.0,80002.0,2020-08-28,2020,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
43-2020-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,89981.0,89981.0,2020-09-02,2020,9,CPC,Sarroch,Black-Med,Middle,2026-08-12
44-2020-S,KMG TRADING AG,Aegean Nobility,Aframax,3rd party,89941.0,89941.0,2020-09-04,2020,9,CPC,Rotterdam,Black-Continent,Long,2026-08-12
15-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79901.0,79901.0,2020-09-08,2020,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
45-2020-S,KMG TRADING AG,Semeru,Aframax,3rd party,89957.0,89957.0,2020-09-13,2020,9,CPC,Aliaga,Black-Med,Middle,2026-08-12
46-2020-S,KMG TRADING AG,Baku,Aframax,3rd party,79979.0,79979.0,2020-09-13,2020,9,Novorossiysk,Genoa,Black-Med,Middle,2026-08-12
14-2020 ALA,Litasco SA,Alatau,Alatau-Aframax,Own fleet,52898.77,52898.77,2020-09-12,2020,9,Sidi Kerir,Burgas,Med-Black,Middle,2026-08-12
16-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80002.0,80002.0,2020-09-18,2020,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
47-2020-S,KMG TRADING AG,Songa Coral,Aframax,3rd party,79946.3,79946.3,2020-09-23,2020,9,Novorossiysk,Omisalj,Black-Med,Middle,2026-08-12
15-2020 ALA,Litasco SA,Alatau,Alatau-Aframax,Own fleet,94987.0,94987.0,2020-09-24,2020,9,CPC,Santa Panagia,Black-Med,Middle,2026-08-12
17-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,89983.0,89983.0,2020-09-25,2020,9,CPC,Tarragona,Black-Med,Middle,2026-08-12
48-2020-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,79859.0,79859.0,2020-10-05,2020,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
16-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,89970.0,89970.0,2020-10-14,2020,10,CPC,Haifa/Ashkelon,Black-Med,Middle,2026-08-12
18-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79992.0,79992.0,2020-10-19,2020,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
49-2020-S,KMG TRADING AG,WHITE MOON,Suezmax,3rd party,140300.0,140300.0,2020-10-24,2020,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
50-2020-S,KMG TRADING AG,Stemnitsa,Aframax,3rd party,89985.0,89985.0,2020-10-26,2020,10,CPC,Trieste,Black-Med,Middle,2026-08-12
19-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,90130.0,90130.0,2020-11-06,2020,11,CPC,Ashkelon,Black-Med,Middle,2026-08-12
17-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,79891.0,79891.0,2020-11-13,2020,11,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
51-2020-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,80150.0,80150.0,2020-11-15,2020,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
52-2020-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,79879.0,79879.0,2020-11-18,2020,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
18-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,89966.0,89966.0,2020-11-21,2020,11,CPC,Ashkelon,Black-Med,Middle,2026-08-12
53-2020-S,KMG TRADING AG,VALFOGLIA,Aframax,3rd party,80203.0,80203.0,2020-11-23,2020,11,Novorossiysk,Tutunciftlik,Black-Med,Middle,2026-08-12
20-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,89943.0,89943.0,2020-11-26,2020,11,CPC,Tutunciftlik/Aliaga,Black-Med,Middle,2026-08-12
54-2020-S,KMG TRADING AG,Dynasty,Aframax,3rd party,79792.0,79792.0,2020-12-05,2020,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
19-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,85004.0,85004.0,2020-12-14,2020,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
55-2020-S,KMG TRADING AG,Alexia,Aframax,3rd party,86957.0,86957.0,2020-12-15,2020,12,CPC,Tutunciftlik/Ceyhan,Black-Med,Middle,2026-08-12
56-2020-S,KMG TRADING AG,Gstaad Grace,Aframax,3rd party,80277.0,80277.0,2020-12-16,2020,12,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
21-2020 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,93910.0,93910.0,2020-12-19,2020,12,CPC,Fos,Black-Med,Middle,2026-08-12
57-2020-S,KMG TRADING AG,Patmos Warrior,Aframax,3rd party,80082.0,80082.0,2020-12-20,2020,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
20-2020 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,83977.0,83977.0,2020-12-22,2020,12,CPC,Haifa,Black-Med,Middle,2026-08-12
58-2020-S,KMG TRADING AG,Patmos Warrior,Aframax,3rd party,85938.0,85938.0,2021-01-02,2021,1,CPC,Ashkelon,Black-Med,Middle,2026-08-12
59-2020-S,KMG TRADING AG,Iblea,Aframax,3rd party,79793.0,79793.0,2021-01-04,2021,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
60-2020-S,KMG TRADING AG,KORO SEA,Aframax,3rd party,85994.0,85994.0,2021-01-06,2021,1,CPC,Haifa,Black-Med,Middle,2026-08-12
62-2020-S,KMG TRADING AG,Semeru,Aframax,3rd party,79972.0,79972.0,2021-01-11,2021,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
63-2020-S,KMG TRADING AG,PROMETHEUS ENERGY,Aframax,3rd party,85963.0,85963.0,2021-01-13,2021,1,CPC,Fos,Black-Med,Middle,2026-08-12
61-2020-S,KMG TRADING AG,Gstaad Grace,Aframax,3rd party,80116.0,80116.0,2021-01-14,2021,1,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
01-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80287.0,80827.0,2021-01-19,2021,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,85928.0,85928.0,2021-01-21,2021,1,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
02-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,84938.0,84938.0,2021-02-03,2021,2,CPC,Cartagena,Black-Med,Middle,2026-08-12
02-2021-S,KMG TRADING AG,Green Warrior,Aframax,3rd party,84899.0,84899.0,2021-02-04,2021,2,CPC,Sarroch,Black-Med,Middle,2026-08-12
03-2021-S,KMG TRADING AG,Minerva Sophia,Aframax,3rd party,84979.0,84979.0,2021-02-08,2021,2,CPC,Aliaga,Black-Med,Middle,2026-08-12
04-2021-S,KMG TRADING AG,Alfa Alandia,Aframax,3rd party,84961.0,84961.0,2021-02-12,2021,2,CPC,Fos,Black-Med,Middle,2026-08-12
01-2021-S,KMG TRADING AG,Dynasty,Aframax,3rd party,80080.0,80080.0,2021-02-14,2021,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
05-2021-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,79925.0,79925.0,2021-02-15,2021,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
06-2021-S,KMG TRADING AG,Alexia,Aframax,3rd party,80080.0,80080.0,2021-02-19,2021,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,84835.0,84835.0,2021-02-22,2021,2,CPC,Constanta,Black-Black,Short,2026-08-12
08-2021-S,KMG TRADING AG,Koro Sea,Aframax,3rd party,84890.0,84890.0,2021-02-23,2021,2,CPC,Ashkelon,Black-Med,Middle,2026-08-12
07-2021-S,KMG TRADING AG,Merbabu,Aframax,3rd party,80908.0,80908.0,2021-02-24,2021,2,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
09-2021-S,KMG TRADING AG,Alexia,Aframax,3rd party,85923.0,85923.0,2021-02-27,2021,2,CPC,Butinge,Black-Continent,Long,2026-08-12
10-2021-S,KMG TRADING AG,Panagia Armata,Aframax,3rd party,80066.0,80066.0,2021-03-04,2021,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2021 ALT,Chevron Tankers Ltd,Altai,Altai-Aframax,Own fleet,94964.0,94964.0,2021-03-05,2021,3,CPC,FOS,Black-Med,Middle,2026-08-12
03-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,85970.0,85970.0,2021-03-05,2021,3,CPC,Trieste,Black-Med,Middle,2026-08-12
11-2021-S,KMG TRADING AG,NISSOS THERASSIA,Aframax,3rd party,85971.0,85971.0,2021-03-13,2021,3,CPC,Rotterdam,Black-Continent,Long,2026-08-12
13-2021-S,KMG TRADING AG,Nordbay,Aframax,3rd party,79811.0,79811.0,2021-03-13,2021,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
12-2021-S,KMG TRADING AG,Dynasty,Aframax,3rd party,80340.0,80340.0,2021-03-16,2021,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2021-S,KMG TRADING AG,Green Warrior,Aframax,3rd party,85978.0,85978.0,2021-03-20,2021,3,CPC,Ashkelon,Black-Med,Middle,2026-08-12
15-2021-S,KMG TRADING AG,HEYDAR ALIYEV,Aframax,3rd party,80280.0,80280.0,2021-03-21,2021,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
04-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,85965.0,85965.0,2021-03-29,2021,3,CPC,Tarragona,Black-Med,Middle,2026-08-12
16-2021-S,KMG TRADING AG,ANAFI WARRIOR,Aframax,3rd party,86950.0,86950.0,2021-04-02,2021,4,CPC,FOS,Black-Med,Middle,2026-08-12
18-2021-S,KMG TRADING AG,DONG-A MAIA,Aframax,3rd party,80084.43,80084.43,2021-04-09,2021,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
17-2021-S,KMG TRADING AG,Minerva Sophia,Aframax,3rd party,86975.0,86975.0,2021-04-10,2021,4,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
20-2021-S,KMG TRADING AG,KRITI BASTION,Aframax,3rd party,80032.0,80032.0,2021-04-12,2021,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
19-2021-S,KMG TRADING AG,SYROS WARRIOR,Aframax,3rd party,86896.0,86896.0,2021-04-15,2021,4,CPC,Ashkelon,Black-Med,Middle,2026-08-12
21-2021-S,KMG TRADING AG,Nordbay,Aframax,3rd party,79790.0,79790.0,2021-04-19,2021,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
05-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,76305.0,76305.0,2021-04-23,2021,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
22-2021-S,KMG TRADING AG,Aegean Vision,Suezmax,3rd party,132499.0,132499.0,2021-04-24,2021,4,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
06-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,96521.0,96521.0,2021-05-03,2021,5,CPC,Cartagena,Black-Med,Middle,2026-08-12
23-2021-S,KMG TRADING AG,Banda Sea,Aframax,3rd party,90287.0,90287.0,2021-05-08,2021,5,CPC,Haifa,Black-Med,Middle,2026-08-12
04-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80080.0,80080.0,2021-05-08,2021,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
24-2021-S,KMG TRADING AG,SYROS WARRIOR,Aframax,3rd party,84934.0,84934.0,2021-05-10,2021,5,CPC,Ashkelon,Black-Med,Middle,2026-08-12
25-2021-S,KMG TRADING AG,Maratha,Aframax,3rd party,79996.0,79996.0,2021-05-16,2021,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
05-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,86683.0,86683.0,2021-05-18,2021,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
26-2021-S,KMG TRADING AG,NISSOS SERIFOS,Aframax,3rd party,87930.0,87930.0,2021-05-18,2021,5,CPC,Ashkelon,Black-Med,Middle,2026-08-12
27-2021-S,KMG TRADING AG,ANAFI WARRIOR,Aframax,3rd party,96703.0,96703.0,2021-05-25,2021,5,CPC,Aliaga,Black-Med,Middle,2026-08-12
06-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80108.0,80108.0,2021-05-27,2021,5,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
07-2021 ALA,Litasco SA,Alatau,Alatau-Aframax,Own fleet,87929.0,87929.0,2021-05-27,2021,5,CPC,Midia,Black-Black,Short,2026-08-12
08-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,84702.0,84702.0,2021-06-07,2021,6,CPC,Aliaga,Black-Med,Middle,2026-08-12
07-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79980.0,79980.0,2021-06-08,2021,6,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
28-2021-S,KMG TRADING AG,Semeru,Aframax,3rd party,79798.0,79798.0,2021-06-11,2021,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
29-2021-S,KMG TRADING AG,Minerva Sophia,Aframax,3rd party,84944.0,84944.0,2021-06-13,2021,6,CPC,Omisalj,Black-Med,Middle,2026-08-12
31-2021-S,KMG TRADING AG,Aegean Nobility,Aframax,3rd party,93400.0,93400.0,2021-06-16,2021,6,CPC,Omisalj,Black-Med,Middle,2026-08-12
30-2021-S,KMG TRADING AG,Merbabu,Aframax,3rd party,84954.0,84954.0,2021-06-19,2021,6,CPC,Aliaga,Black-Med,Middle,2026-08-12
33-2021-S,KMG TRADING AG,Semeru,Aframax,3rd party,84956.0,84956.0,2021-06-21,2021,6,CPC,Aliaga/Ceyhan,Black-Med,Middle,2026-08-12
08-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80298.0,80298.0,2021-06-21,2021,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
32-2021-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,79951.0,79951.0,2021-06-22,2021,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2021 ALA,Chevron Tankers Ltd,Alatau,Alatau-Aframax,Own fleet,93940.0,93940.0,2021-06-23,2021,6,CPC,Ashkelon,Black-Med,Middle,2026-08-12
09-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,84985.0,84985.0,2021-07-01,2021,7,CPC,Constanta,Black-Black,Short,2026-08-12
35-2021-S,KMG TRADING AG,HEYDAR ALIYEV,Aframax,3rd party,81794.0,81794.0,2021-07-05,2021,7,CPC,Ashkelon,Black-Med,Middle,2026-08-12
34-2021-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,79982.0,79982.0,2021-07-05,2021,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
10-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,79852.0,79852.0,2021-07-12,2021,7,Novorossiysk,Pachi Megara,Black-Med,Middle,2026-08-12
36-2021-S,KMG TRADING AG,VALLESINA,Aframax,3rd party,81897.0,81897.0,2021-07-09,2021,7,CPC,Tutunciftlik/Aliaga,Black-Med,Middle,2026-08-12
10-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,72637.0,72637.0,2021-07-16,2021,7,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
37-2021-S,KMG TRADING AG,FREE SPIRIT,Aframax,3rd party,81986.0,81986.0,2021-07-17,2021,7,CPC,Trieste,Black-Med,Middle,2026-08-12
39-2021-S,KMG TRADING AG,NISSOS DELOS,Aframax,3rd party,81984.0,81984.0,2021-07-21,2021,7,CPC,Ashkelon,Black-Med,Middle,2026-08-12
38-2021-S,KMG TRADING AG,Nordbay,Aframax,3rd party,80209.0,80209.0,2021-07-22,2021,7,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
11-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,81906.0,81906.0,2021-07-24,2021,7,CPC,Tutunciftlik/Ceyhan,Black-Med,Middle,2026-08-12
42-2021-S,KMG TRADING AG,DUGI OTOK,Aframax,3rd party,84899.0,84899.0,2021-08-04,2021,8,CPC,Trieste,Black-Med,Middle,2026-08-12
40-2021-S,KMG TRADING AG,Nordbay,Aframax,3rd party,80009.0,80009.0,2021-08-05,2021,8,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
41-2021-S,KMG TRADING AG,ANAFI WARRIOR,Aframax,3rd party,85002.0,85002.0,2021-08-06,2021,8,CPC,Haifa,Black-Med,Middle,2026-08-12
11-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,84998.0,84998.0,2021-08-10,2021,8,CPC,Trieste,Black-Med,Middle,2026-08-12
43-2021-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,79651.0,79651.0,2021-08-12,2021,8,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
44-2021-S,KMG TRADING AG,FOS PICASSO,Aframax,3rd party,73517.0,73517.0,2021-08-15,2021,8,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
12-2021 ALT,UML MIDDLE EAST DMCC,Altai,Altai-Aframax,Own fleet,84755.0,84755.0,2021-08-15,2021,8,Ceyhan,Milazzo,Med-Med,Short,2026-08-12
45-2021-S,KMG TRADING AG,Banda Sea,Aframax,3rd party,93358.0,93358.0,2021-08-18,2021,8,CPC,Trieste,Black-Med,Middle,2026-08-12
46-2021-S,KMG TRADING AG,Rava,Aframax,3rd party,79852.0,79852.0,2021-08-20,2021,8,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
47-2021-S,KMG TRADING AG,Nissos Delos,Aframax,3rd party,84895.0,84895.0,2021-08-23,2021,8,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
48-2021-S,KMG TRADING AG,SYROS WARRIOR,Aframax,3rd party,80287.0,80287.0,2021-08-23,2021,8,CPC,Cartagena,Black-Med,Middle,2026-08-12
49-2021-S,KMG TRADING AG,ANAFI WARRIOR,Aframax,3rd party,84954.0,84954.0,2021-08-28,2021,8,CPC,Ashkelon,Black-Med,Middle,2026-08-12
13-2021 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,93407.0,93407.0,2021-09-03,2021,9,CPC,Tutunciftlik/Aliaga,Black-Med,Middle,2026-08-12
